Location,Full_%,Current_Elevation_ft,Current_Storage_af,Remaining_Elevation_ft,Available_Storage_af,24hr.Change,Rain_inches,Date,Highest_temperature,Lowest_temperature,Highest_humidity,Lowest_humidity
Total Reservoir System,66,,"1,514,512",,"777,178","-1,268",,2019-11-12,77,54 ,52,17
Total system year ago,47,,,,,,,2019-11-12,77,54 ,52,17
Roosevelt Lake (Roosevelt Dam),65,"2,120.39","1,060,654",30.61,"570,878",158,0.00,2019-11-13,77,54 ,46,21
Apache Lake (Horse Mesa Dam),93,"1,907.88","229,175",6.12,"15,963",-97,0.00,2019-11-13,77,54 ,46,21
Canyon Lake (Mormon Flat Dam),92,"1,655.35","53,034",5.15,"4,818",-28,0.00,2019-11-13,77,54 ,46,21
Saguaro Lake (Stewart Mountain Dam),94,"1,525.71","65,678",3.29,"4,087",-61,0.00,2019-11-13,77,54 ,46,21
Total Salt system,70,,"1,408,541",,"595,746",-28,,2019-11-13,77,54 ,46,21
Horseshoe Lake (Horseshoe Dam),10,"1,973.42","11,413",52.58,"97,804",20,0.00,2019-11-13,77,54 ,46,21
Bartlett Lake (Bartlett Dam),52,"1,760.54","92,775",37.46,"85,411","-1,775",0.00,2019-11-13,77,54 ,46,21
Total Verde system,36,,"104,188",,"183,215","-1,755",,2019-11-13,77,54 ,46,21
Total Reservoir System,66,,"1,512,729",,"778,961","-1,783",,2019-11-13,77,54 ,46,21
Total system year ago,47,,,,,,,2019-11-13,77,54 ,46,21
Roosevelt Lake (Roosevelt Dam),65,"2,120.39","1,060,654",30.61,"570,878",0,0.00,2019-11-14,76,53 ,40,19
Apache Lake (Horse Mesa Dam),93,"1,907.87","229,136",6.13,"16,002",-39,0.00,2019-11-14,76,53 ,40,19
Canyon Lake (Mormon Flat Dam),92,"1,655.34","53,025",5.16,"4,827",-9,0.00,2019-11-14,76,53 ,40,19
Saguaro Lake (Stewart Mountain Dam),94,"1,525.70","65,666",3.30,"4,099",-12,0.00,2019-11-14,76,53 ,40,19
Total Salt system,70,,"1,408,481",,"595,806",-60,,2019-11-14,76,53 ,40,19
Horseshoe Lake (Horseshoe Dam),10,"1,973.45","11,444",52.55,"97,773",31,0.00,2019-11-14,76,53 ,40,19
Bartlett Lake (Bartlett Dam),51,"1,759.71","91,290",38.29,"86,896","-1,485",0.00,2019-11-14,76,53 ,40,19
Total Verde system,36,,"102,734",,"184,669","-1,454",,2019-11-14,76,53 ,40,19
Total Reservoir System,66,,"1,511,215",,"780,475","-1,514",,2019-11-14,76,53 ,40,19
Total system year ago,47,,,,,,,2019-11-14,76,53 ,40,19
Roosevelt Lake (Roosevelt Dam),65,"2,120.39","1,060,654",30.61,"570,878",0,0.00,2019-11-15,76,53 ,49,17
Apache Lake (Horse Mesa Dam),93,"1,907.88","229,157",6.12,"15,981",21,0.00,2019-11-15,76,53 ,49,17
Canyon Lake (Mormon Flat Dam),92,"1,655.34","53,025",5.16,"4,827",0,0.00,2019-11-15,76,53 ,49,17
Saguaro Lake (Stewart Mountain Dam),94,"1,525.65","65,605",3.35,"4,160",-61,0.00,2019-11-15,76,53 ,49,17
Total Salt system,70,,"1,408,441",,"595,846",-40,,2019-11-15,76,53 ,49,17
Horseshoe Lake (Horseshoe Dam),10,"1,973.27","11,262",52.73,"97,955",-182,0.00,2019-11-15,76,53 ,49,17
Bartlett Lake (Bartlett Dam),50,"1,758.75","89,593",39.25,"88,593","-1,697",0.00,2019-11-15,76,53 ,49,17
Total Verde system,35,,"100,855",,"186,548","-1,879",,2019-11-15,76,53 ,49,17
Total Reservoir System,66,,"1,509,296",,"782,394","-1,919",,2019-11-15,76,53 ,49,17
Total system year ago,47,,,,,,,2019-11-15,76,53 ,49,17
Roosevelt Lake (Roosevelt Dam),65,"2,120.40","1,060,811",30.60,"570,721",157,0.00,2019-11-16,75,52 ,46,15
Apache Lake (Horse Mesa Dam),93,"1,907.87","229,136",6.13,"16,002",-21,0.00,2019-11-16,75,52 ,46,15
Canyon Lake (Mormon Flat Dam),92,"1,655.32","53,006",5.18,"4,846",-19,0.00,2019-11-16,75,52 ,46,15
Saguaro Lake (Stewart Mountain Dam),94,"1,525.64","65,592",3.36,"4,173",-13,0.00,2019-11-16,75,52 ,46,15
Total Salt system,70,,"1,408,545",,"595,742",104,,2019-11-16,75,52 ,46,15
Horseshoe Lake (Horseshoe Dam),10,"1,973.05","11,044",52.95,"98,173",-218,0.00,2019-11-16,75,52 ,46,15
Bartlett Lake (Bartlett Dam),50,"1,758.08","88,423",39.92,"89,763","-1,170",0.00,2019-11-16,75,52 ,46,15
Total Verde system,35,,"99,467",,"187,936","-1,388",,2019-11-16,75,52 ,46,15
Total Reservoir System,66,,"1,508,012",,"783,678","-1,284",,2019-11-16,75,52 ,46,15
Total system year ago,47,,,,,,,2019-11-16,75,52 ,46,15
Roosevelt Lake (Roosevelt Dam),65,"2,120.40","1,060,811",30.60,"570,721",0,0.00,2019-11-17,75,52 ,41,16
Apache Lake (Horse Mesa Dam),93,"1,907.84","229,080",6.16,"16,058",-56,0.00,2019-11-17,75,52 ,41,16
Canyon Lake (Mormon Flat Dam),92,"1,655.29","52,979",5.21,"4,873",-27,0.00,2019-11-17,75,52 ,41,16
Saguaro Lake (Stewart Mountain Dam),94,"1,525.61","65,556",3.39,"4,209",-36,0.00,2019-11-17,75,52 ,41,16
Total Salt system,70,,"1,408,426",,"595,861",-119,,2019-11-17,75,52 ,41,16
Horseshoe Lake (Horseshoe Dam),10,"1,972.82","10,810",53.18,"98,407",-234,0.00,2019-11-17,75,52 ,41,16
Bartlett Lake (Bartlett Dam),49,"1,757.35","87,157",40.65,"91,029","-1,301",0.00,2019-11-17,75,52 ,41,16
Total Verde system,34,,"97,967",,"189,436","-1,535",,2019-11-17,75,52 ,41,16
Total Reservoir System,66,,"1,506,393",,"785,297","-1,654",,2019-11-17,75,52 ,41,16
Total system year ago,47,,,,,,,2019-11-17,75,52 ,41,16
Roosevelt Lake (Roosevelt Dam),65,"2,120.40","1,060,811",30.60,"570,721",0,0.00,2019-11-18,74,52 ,43,11
Apache Lake (Horse Mesa Dam),93,"1,907.82","229,021",6.18,"16,117",-59,0.00,2019-11-18,74,52 ,43,11
Canyon Lake (Mormon Flat Dam),92,"1,655.28","52,970",5.22,"4,882",-9,0.00,2019-11-18,74,52 ,43,11
Saguaro Lake (Stewart Mountain Dam),94,"1,525.58","65,519",3.42,"4,246",-37,0.00,2019-11-18,74,52 ,43,11
Total Salt system,70,,"1,408,321",,"595,966",-105,,2019-11-18,74,52 ,43,11
Horseshoe Lake (Horseshoe Dam),10,"1,972.59","10,577",53.41,"98,640",-233,0.00,2019-11-18,74,52 ,43,11
Bartlett Lake (Bartlett Dam),48,"1,756.70","86,042",41.30,"92,144","-1,115",0.00,2019-11-18,74,52 ,43,11
Total Verde system,34,,"96,619",,"190,784","-1,348",,2019-11-18,74,52 ,43,11
Total Reservoir System,66,,"1,504,940",,"786,750","-1,453",,2019-11-18,74,52 ,43,11
Total system year ago,47,,,,,,,2019-11-18,74,52 ,43,11
Roosevelt Lake (Roosevelt Dam),65,"2,120.42","1,061,126",30.58,"570,406",315,0.00,2019-11-19,74,51 ,37,11
Apache Lake (Horse Mesa Dam),93,"1,907.81","229,003",6.19,"16,135",-18,0.00,2019-11-19,74,51 ,37,11
Canyon Lake (Mormon Flat Dam),92,"1,655.28","52,970",5.22,"4,882",0,0.00,2019-11-19,74,51 ,37,11
Saguaro Lake (Stewart Mountain Dam),94,"1,525.46","65,373",3.54,"4,392",-146,0.00,2019-11-19,74,51 ,37,11
Total Salt system,70,,"1,408,472",,"595,815",151,,2019-11-19,74,51 ,37,11
Horseshoe Lake (Horseshoe Dam),9,"1,971.48","9,498",54.52,"99,719","-1,079",0.00,2019-11-19,74,51 ,37,11
Bartlett Lake (Bartlett Dam),48,"1,756.64","85,939",41.36,"92,247",-103,0.00,2019-11-19,74,51 ,37,11
Total Verde system,33,,"95,437",,"191,966","-1,182",,2019-11-19,74,51 ,37,11
Total Reservoir System,66,,"1,503,909",,"787,781","-1,031",,2019-11-19,74,51 ,37,11
Total system year ago,47,,,,,,,2019-11-19,74,51 ,37,11
Roosevelt Lake (Roosevelt Dam),65,"2,120.54","1,063,083",30.46,"568,449","1,957",2.29,2019-11-20,73,51 ,93,17
Apache Lake (Horse Mesa Dam),94,"1,907.92","229,262",6.08,"15,876",259,0.84,2019-11-20,73,51 ,93,17
Canyon Lake (Mormon Flat Dam),92,"1,655.35","53,034",5.15,"4,818",64,1.10,2019-11-20,73,51 ,93,17
Saguaro Lake (Stewart Mountain Dam),93,"1,525.10","64,937",3.90,"4,828",-436,0.84,2019-11-20,73,51 ,93,17
Total Salt system,70,,"1,410,316",,"593,971","1,844",,2019-11-20,73,51 ,93,17
Horseshoe Lake (Horseshoe Dam),8,"1,970.20","8,310",55.80,"100,907","-1,188",0.32,2019-11-20,73,51 ,93,17
Bartlett Lake (Bartlett Dam),49,"1,757.39","87,226",40.61,"90,960","1,287",0.55,2019-11-20,73,51 ,93,17
Total Verde system,33,,"95,536",,"191,867",99,,2019-11-20,73,51 ,93,17
Total Reservoir System,66,,"1,505,852",,"785,838","1,943",,2019-11-20,73,51 ,93,17
Total system year ago,47,,,,,,,2019-11-20,73,51 ,93,17
Roosevelt Lake (Roosevelt Dam),65,"2,120.69","1,065,419",30.31,"566,113","2,336",1.70,2019-11-21,73,51 ,93,60
Apache Lake (Horse Mesa Dam),94,"1,908.34","230,338",5.66,"14,800","1,076",1.14,2019-11-21,73,51 ,93,60
Canyon Lake (Mormon Flat Dam),91,"1,655.13","52,832",5.37,"5,020",-202,0.80,2019-11-21,73,51 ,93,60
Saguaro Lake (Stewart Mountain Dam),96,"1,526.66","66,843",2.34,"2,922","1,906",0.87,2019-11-21,73,51 ,93,60
Total Salt system,71,,"1,415,432",,"588,855","5,116",,2019-11-21,73,51 ,93,60
Horseshoe Lake (Horseshoe Dam),7,"1,969.68","7,848",56.32,"101,369",-462,2.37,2019-11-21,73,51 ,93,60
Bartlett Lake (Bartlett Dam),50,"1,758.46","89,082",39.54,"89,104","1,856",1.76,2019-11-21,73,51 ,93,60
Total Verde system,34,,"96,930",,"190,473","1,394",,2019-11-21,73,51 ,93,60
Total Reservoir System,66,,"1,512,362",,"779,328","6,510",,2019-11-21,73,51 ,93,60
Total system year ago,47,,,,,,,2019-11-21,73,51 ,93,60
Roosevelt Lake (Roosevelt Dam),65,"2,120.86","1,068,081",30.14,"563,451","2,662",0.94,2019-11-22,72,50 ,93,56
Apache Lake (Horse Mesa Dam),94,"1,908.48","230,718",5.52,"14,420",380,0.86,2019-11-22,72,50 ,93,56
Canyon Lake (Mormon Flat Dam),91,"1,655.22","52,915",5.28,"4,937",83,0.50,2019-11-22,72,50 ,93,56
Saguaro Lake (Stewart Mountain Dam),98,"1,527.76","68,207",1.24,"1,558","1,364",0.48,2019-11-22,72,50 ,93,56
Total Salt system,71,,"1,419,921",,"584,366","4,489",,2019-11-22,72,50 ,93,56
Horseshoe Lake (Horseshoe Dam),8,"1,970.24","8,350",55.76,"100,867",502,0.36,2019-11-22,72,50 ,93,56
Bartlett Lake (Bartlett Dam),51,"1,759.03","90,091",38.97,"88,095","1,009",0.19,2019-11-22,72,50 ,93,56
Total Verde system,34,,"98,441",,"188,962","1,511",,2019-11-22,72,50 ,93,56
Total Reservoir System,66,,"1,518,362",,"773,328","6,000",,2019-11-22,72,50 ,93,56
Total system year ago,47,,,,,,,2019-11-22,72,50 ,93,56
Roosevelt Lake (Roosevelt Dam),66,"2,121.00","1,070,301",30.00,"561,231","2,220",0.00,2019-11-23,72,50 ,92,43
Apache Lake (Horse Mesa Dam),94,"1,908.51","230,791",5.49,"14,347",73,0.00,2019-11-23,72,50 ,92,43
Canyon Lake (Mormon Flat Dam),92,"1,655.38","53,062",5.12,"4,790",147,0.00,2019-11-23,72,50 ,92,43
Saguaro Lake (Stewart Mountain Dam),97,"1,527.54","67,933",1.46,"1,832",-274,0.00,2019-11-23,72,50 ,92,43
Total Salt system,71,,"1,422,087",,"582,200","2,166",,2019-11-23,72,50 ,92,43
Horseshoe Lake (Horseshoe Dam),8,"1,970.79","8,852",55.21,"100,365",502,0.00,2019-11-23,72,50 ,92,43
Bartlett Lake (Bartlett Dam),51,"1,759.34","90,633",38.66,"87,553",542,0.00,2019-11-23,72,50 ,92,43
Total Verde system,35,,"99,485",,"187,918","1,044",,2019-11-23,72,50 ,92,43
Total Reservoir System,66,,"1,521,572",,"770,118","3,210",,2019-11-23,72,50 ,92,43
Total system year ago,47,,,,,,,2019-11-23,72,50 ,92,43
Roosevelt Lake (Roosevelt Dam),66,"2,121.07","1,071,413",29.93,"560,119","1,112",0.00,2019-11-24,72,49 ,86,24
Apache Lake (Horse Mesa Dam),94,"1,908.50","230,773",5.50,"14,365",-18,0.00,2019-11-24,72,49 ,86,24
Canyon Lake (Mormon Flat Dam),92,"1,655.51","53,181",4.99,"4,671",119,0.00,2019-11-24,72,49 ,86,24
Saguaro Lake (Stewart Mountain Dam),97,"1,527.15","67,449",1.85,"2,316",-484,0.00,2019-11-24,72,49 ,86,24
Total Salt system,71,,"1,422,816",,"581,471",729,,2019-11-24,72,49 ,86,24
Horseshoe Lake (Horseshoe Dam),8,"1,971.01","9,066",54.99,"100,151",214,0.00,2019-11-24,72,49 ,86,24
Bartlett Lake (Bartlett Dam),51,"1,759.66","91,197",38.34,"86,989",564,0.00,2019-11-24,72,49 ,86,24
Total Verde system,35,,"100,263",,"187,140",778,,2019-11-24,72,49 ,86,24
Total Reservoir System,66,,"1,523,079",,"768,611","1,507",,2019-11-24,72,49 ,86,24
Total system year ago,47,,,,,,,2019-11-24,72,49 ,86,24
Roosevelt Lake (Roosevelt Dam),66,"2,121.11","1,072,049",29.89,"559,483",636,0.00,2019-11-25,71,49 ,79,26
Apache Lake (Horse Mesa Dam),94,"1,908.49","230,735",5.51,"14,403",-38,0.00,2019-11-25,71,49 ,79,26
Canyon Lake (Mormon Flat Dam),92,"1,655.59","53,255",4.91,"4,597",74,0.00,2019-11-25,71,49 ,79,26
Saguaro Lake (Stewart Mountain Dam),96,"1,526.72","66,917",2.28,"2,848",-532,0.00,2019-11-25,71,49 ,79,26
Total Salt system,71,,"1,422,956",,"581,331",140,,2019-11-25,71,49 ,79,26
Horseshoe Lake (Horseshoe Dam),8,"1,971.04","9,085",54.96,"100,132",19,0.00,2019-11-25,71,49 ,79,26
Bartlett Lake (Bartlett Dam),51,"1,759.93","91,686",38.07,"86,500",489,0.00,2019-11-25,71,49 ,79,26
Total Verde system,35,,"100,771",,"186,632",508,,2019-11-25,71,49 ,79,26
Total Reservoir System,66,,"1,523,727",,"767,963",648,,2019-11-25,71,49 ,79,26
Total system year ago,47,,,,,,,2019-11-25,71,49 ,79,26
Roosevelt Lake (Roosevelt Dam),66,"2,121.13","1,072,367",29.87,"559,165",318,0.00,2019-11-26,71,49 ,77,36
Apache Lake (Horse Mesa Dam),94,"1,908.48","230,714",5.52,"14,424",-21,0.00,2019-11-26,71,49 ,77,36
Canyon Lake (Mormon Flat Dam),92,"1,655.62","53,283",4.88,"4,569",28,0.00,2019-11-26,71,49 ,77,36
Saguaro Lake (Stewart Mountain Dam),95,"1,526.28","66,375",2.72,"3,390",-542,0.00,2019-11-26,71,49 ,77,36
Total Salt system,71,,"1,422,739",,"581,548",-217,,2019-11-26,71,49 ,77,36
Horseshoe Lake (Horseshoe Dam),8,"1,970.94","8,992",55.06,"100,225",-93,0.00,2019-11-26,71,49 ,77,36
Bartlett Lake (Bartlett Dam),52,"1,760.20","92,167",37.80,"86,019",481,0.00,2019-11-26,71,49 ,77,36
Total Verde system,35,,"101,159",,"186,244",388,,2019-11-26,71,49 ,77,36
Total Reservoir System,66,,"1,523,898",,"767,792",171,,2019-11-26,71,49 ,77,36
Total system year ago,47,,,,,,,2019-11-26,71,49 ,77,36
Roosevelt Lake (Roosevelt Dam),66,"2,121.15","1,072,686",29.85,"558,846",319,0.00,2019-11-27,70,48 ,47,17
Apache Lake (Horse Mesa Dam),94,"1,908.49","230,735",5.51,"14,403",21,0.00,2019-11-27,70,48 ,47,17
Canyon Lake (Mormon Flat Dam),92,"1,655.65","53,311",4.85,"4,541",28,0.00,2019-11-27,70,48 ,47,17
Saguaro Lake (Stewart Mountain Dam),94,"1,525.86","65,861",3.14,"3,904",-514,0.00,2019-11-27,70,48 ,47,17
Total Salt system,71,,"1,422,593",,"581,694",-146,,2019-11-27,70,48 ,47,17
Horseshoe Lake (Horseshoe Dam),8,"1,970.76","8,829",55.24,"100,388",-163,0.00,2019-11-27,70,48 ,47,17
Bartlett Lake (Bartlett Dam),52,"1,760.50","92,695",37.50,"85,491",528,0.00,2019-11-27,70,48 ,47,17
Total Verde system,35,,"101,524",,"185,879",365,,2019-11-27,70,48 ,47,17
Total Reservoir System,67,,"1,524,117",,"767,573",219,,2019-11-27,70,48 ,47,17
Total system year ago,47,,,,,,,2019-11-27,70,48 ,47,17
Roosevelt Lake (Roosevelt Dam),66,"2,121.17","1,073,004",29.83,"558,528",318,0.00,2019-11-28,70,48 ,67,36
Apache Lake (Horse Mesa Dam),94,"1,908.47","230,676",5.53,"14,462",-59,0.00,2019-11-28,70,48 ,67,36
Canyon Lake (Mormon Flat Dam),92,"1,655.65","53,311",4.85,"4,541",0,0.01,2019-11-28,70,48 ,67,36
Saguaro Lake (Stewart Mountain Dam),94,"1,525.53","65,458",3.47,"4,307",-403,0.01,2019-11-28,70,48 ,67,36
Total Salt system,71,,"1,422,449",,"581,838",-144,,2019-11-28,70,48 ,67,36
Horseshoe Lake (Horseshoe Dam),8,"1,970.59","8,661",55.41,"100,556",-168,0.13,2019-11-28,70,48 ,67,36
Bartlett Lake (Bartlett Dam),52,"1,760.74","93,137",37.26,"85,049",442,0.10,2019-11-28,70,48 ,67,36
Total Verde system,35,,"101,798",,"185,605",274,,2019-11-28,70,48 ,67,36
Total Reservoir System,67,,"1,524,247",,"767,443",130,,2019-11-28,70,48 ,67,36
Total system year ago,47,,,,,,,2019-11-28,70,48 ,67,36
Roosevelt Lake (Roosevelt Dam),66,"2,121.26","1,074,458",29.74,"557,074","1,454",0.25,2019-11-29,70,48 ,74,39
Apache Lake (Horse Mesa Dam),94,"1,908.64","231,132",5.36,"14,006",456,0.25,2019-11-29,70,48 ,74,39
Canyon Lake (Mormon Flat Dam),93,"1,655.92","53,561",4.58,"4,291",250,0.18,2019-11-29,70,48 ,74,39
Saguaro Lake (Stewart Mountain Dam),93,"1,525.34","65,227",3.66,"4,538",-231,0.22,2019-11-29,70,48 ,74,39
Total Salt system,71,,"1,424,378",,"579,909","1,929",,2019-11-29,70,48 ,74,39
Horseshoe Lake (Horseshoe Dam),8,"1,970.69","8,758",55.31,"100,459",97,0.63,2019-11-29,70,48 ,74,39
Bartlett Lake (Bartlett Dam),53,"1,761.11","93,812",36.89,"84,374",675,0.71,2019-11-29,70,48 ,74,39
Total Verde system,36,,"102,570",,"184,833",772,,2019-11-29,70,48 ,74,39
Total Reservoir System,67,,"1,526,948",,"764,742","2,701",,2019-11-29,70,48 ,74,39
Total system year ago,47,,,,,,,2019-11-29,70,48 ,74,39
Roosevelt Lake (Roosevelt Dam),66,"2,121.64","1,080,510",29.36,"551,022","6,052",1.36,2019-11-30,69,47 ,93,42
Apache Lake (Horse Mesa Dam),95,"1,908.87","231,714",5.13,"13,424",582,2.46,2019-11-30,69,47 ,93,42
Canyon Lake (Mormon Flat Dam),97,"1,658.65","56,103",1.85,"1,749","2,542",1.18,2019-11-30,69,47 ,93,42
Saguaro Lake (Stewart Mountain Dam),93,"1,525.23","65,094",3.77,"4,671",-133,1.37,2019-11-30,69,47 ,93,42
Total Salt system,72,,"1,433,421",,"570,866","9,043",,2019-11-30,69,47 ,93,42
Horseshoe Lake (Horseshoe Dam),15,"1,977.84","16,247",48.16,"92,970","7,489",0.79,2019-11-30,69,47 ,93,42
Bartlett Lake (Bartlett Dam),53,"1,761.66","94,797",36.34,"83,389",985,0.97,2019-11-30,69,47 ,93,42
Total Verde system,39,,"111,044",,"176,359","8,474",,2019-11-30,69,47 ,93,42
Total Reservoir System,67,,"1,544,465",,"747,225","17,517",,2019-11-30,69,47 ,93,42
Total system year ago,47,,,,,,,2019-11-30,69,47 ,93,42
Roosevelt Lake (Roosevelt Dam),66,"2,121.90","1,084,682",29.10,"546,850","4,172",0.00,2019-12-01,69,47 ,89,32
Apache Lake (Horse Mesa Dam),95,"1,908.92","231,835",5.08,"13,303",121,0.00,2019-12-01,69,47 ,89,32
Canyon Lake (Mormon Flat Dam),97,"1,658.41","55,878",2.09,"1,974",-225,0.00,2019-12-01,69,47 ,89,32
Saguaro Lake (Stewart Mountain Dam),94,"1,525.41","65,312",3.59,"4,453",218,0.00,2019-12-01,69,47 ,89,32
Total Salt system,72,,"1,437,707",,"566,580","4,286",,2019-12-01,69,47 ,89,32
Horseshoe Lake (Horseshoe Dam),17,"1,979.95","18,832",46.05,"90,385","2,585",0.00,2019-12-01,69,47 ,89,32
Bartlett Lake (Bartlett Dam),54,"1,761.97","95,371",36.03,"82,815",574,0.00,2019-12-01,69,47 ,89,32
Total Verde system,40,,"114,203",,"173,200","3,159",,2019-12-01,69,47 ,89,32
Total Reservoir System,68,,"1,551,910",,"739,780","7,445",,2019-12-01,69,47 ,89,32
Total system year ago,47,,,,,,,2019-12-01,69,47 ,89,32
Roosevelt Lake (Roosevelt Dam),67,"2,122.06","1,087,258",28.94,"544,274","2,576",0.00,2019-12-02,68,47 ,82,21
Apache Lake (Horse Mesa Dam),95,"1,908.92","231,835",5.08,"13,303",0,0.00,2019-12-02,68,47 ,82,21
Canyon Lake (Mormon Flat Dam),97,"1,658.59","56,047",1.91,"1,805",169,0.00,2019-12-02,68,47 ,82,21
Saguaro Lake (Stewart Mountain Dam),93,"1,524.92","64,719",4.08,"5,046",-593,0.00,2019-12-02,68,47 ,82,21
Total Salt system,72,,"1,439,859",,"564,428","2,152",,2019-12-02,68,47 ,82,21
Horseshoe Lake (Horseshoe Dam),18,"1,981.00","20,185",45.00,"89,032","1,353",0.00,2019-12-02,68,47 ,82,21
Bartlett Lake (Bartlett Dam),54,"1,762.28","95,950",35.72,"82,236",579,0.00,2019-12-02,68,47 ,82,21
Total Verde system,40,,"116,135",,"171,268","1,932",,2019-12-02,68,47 ,82,21
Total Reservoir System,68,,"1,555,994",,"735,696","4,084",,2019-12-02,68,47 ,82,21
Total system year ago,47,,,,,,,2019-12-02,68,47 ,82,21
Roosevelt Lake (Roosevelt Dam),67,"2,122.20","1,089,515",28.80,"542,017","2,257",0.00,2019-12-03,68,47 ,74,28
Apache Lake (Horse Mesa Dam),95,"1,908.91","231,817",5.09,"13,321",-18,0.00,2019-12-03,68,47 ,74,28
Canyon Lake (Mormon Flat Dam),97,"1,658.50","55,962",2.00,"1,890",-85,0.00,2019-12-03,68,47 ,74,28
Saguaro Lake (Stewart Mountain Dam),92,"1,524.59","64,320",4.41,"5,445",-399,0.00,2019-12-03,68,47 ,74,28
Total Salt system,72,,"1,441,614",,"562,673","1,755",,2019-12-03,68,47 ,74,28
Horseshoe Lake (Horseshoe Dam),19,"1,981.58","20,942",44.42,"88,275",757,0.00,2019-12-03,68,47 ,74,28
Bartlett Lake (Bartlett Dam),54,"1,762.60","96,529",35.40,"81,657",579,0.00,2019-12-03,68,47 ,74,28
Total Verde system,41,,"117,471",,"169,932","1,336",,2019-12-03,68,47 ,74,28
Total Reservoir System,68,,"1,559,085",,"732,605","3,091",,2019-12-03,68,47 ,74,28
Total system year ago,47,,,,,,,2019-12-03,68,47 ,74,28
Roosevelt Lake (Roosevelt Dam),67,"2,122.32","1,091,454",28.68,"540,078","1,939",0.00,2019-12-04,68,46 ,77,34
Apache Lake (Horse Mesa Dam),95,"1,908.86","231,681",5.14,"13,457",-136,0.00,2019-12-04,68,46 ,77,34
Canyon Lake (Mormon Flat Dam),96,"1,658.30","55,775",2.20,"2,077",-187,0.00,2019-12-04,68,46 ,77,34
Saguaro Lake (Stewart Mountain Dam),92,"1,524.41","64,103",4.59,"5,662",-217,0.00,2019-12-04,68,46 ,77,34
Total Salt system,72,,"1,443,013",,"561,274","1,399",,2019-12-04,68,46 ,77,34
Horseshoe Lake (Horseshoe Dam),20,"1,982.03","21,546",43.97,"87,671",604,0.00,2019-12-04,68,46 ,77,34
Bartlett Lake (Bartlett Dam),54,"1,762.90","97,098",35.10,"81,088",569,0.04,2019-12-04,68,46 ,77,34
Total Verde system,41,,"118,644",,"168,759","1,173",,2019-12-04,68,46 ,77,34
Total Reservoir System,68,,"1,561,657",,"730,033","2,572",,2019-12-04,68,46 ,77,34
Total system year ago,47,,,,,,,2019-12-04,68,46 ,77,34
Roosevelt Lake (Roosevelt Dam),67,"2,122.41","1,092,910",28.59,"538,622","1,456",0.04,2019-12-05,68,46 ,84,34
Apache Lake (Horse Mesa Dam),94,"1,908.83","231,624",5.17,"13,514",-57,0.03,2019-12-05,68,46 ,84,34
Canyon Lake (Mormon Flat Dam),96,"1,658.35","55,822",2.15,"2,030",47,0.04,2019-12-05,68,46 ,84,34
Saguaro Lake (Stewart Mountain Dam),91,"1,523.91","63,504",5.09,"6,261",-599,0.00,2019-12-05,68,46 ,84,34
Total Salt system,72,,"1,443,860",,"560,427",847,,2019-12-05,68,46 ,84,34
Horseshoe Lake (Horseshoe Dam),20,"1,982.46","22,106",43.54,"87,111",560,0.00,2019-12-05,68,46 ,84,34
Bartlett Lake (Bartlett Dam),55,"1,763.34","97,901",34.66,"80,285",803,0.00,2019-12-05,68,46 ,84,34
Total Verde system,42,,"120,007",,"167,396","1,363",,2019-12-05,68,46 ,84,34
Total Reservoir System,68,,"1,563,867",,"727,823","2,210",,2019-12-05,68,46 ,84,34
Total system year ago,47,,,,,,,2019-12-05,68,46 ,84,34
Roosevelt Lake (Roosevelt Dam),67,"2,122.53","1,094,855",28.47,"536,677","1,945",0.00,2019-12-06,67,46 ,86,44
Apache Lake (Horse Mesa Dam),95,"1,908.86","231,701",5.14,"13,437",77,0.00,2019-12-06,67,46 ,86,44
Canyon Lake (Mormon Flat Dam),96,"1,658.06","55,551",2.44,"2,301",-271,0.00,2019-12-06,67,46 ,86,44
Saguaro Lake (Stewart Mountain Dam),91,"1,523.87","63,456",5.13,"6,309",-48,0.00,2019-12-06,67,46 ,86,44
Total Salt system,72,,"1,445,563",,"558,724","1,703",,2019-12-06,67,46 ,86,44
Horseshoe Lake (Horseshoe Dam),24,"1,985.03","25,691",40.97,"83,526","3,585",0.00,2019-12-06,67,46 ,86,44
Bartlett Lake (Bartlett Dam),55,"1,763.71","98,606",34.29,"79,580",705,0.00,2019-12-06,67,46 ,86,44
Total Verde system,43,,"124,297",,"163,106","4,290",,2019-12-06,67,46 ,86,44
Total Reservoir System,69,,"1,569,860",,"721,830","5,993",,2019-12-06,67,46 ,86,44
Total system year ago,47,,,,,,,2019-12-06,67,46 ,86,44
Roosevelt Lake (Roosevelt Dam),67,"2,122.62","1,096,315",28.38,"535,217","1,460",0.00,2019-12-07,67,46 ,80,36
Apache Lake (Horse Mesa Dam),95,"1,908.87","231,719",5.13,"13,419",18,0.00,2019-12-07,67,46 ,80,36
Canyon Lake (Mormon Flat Dam),96,"1,658.09","55,579",2.41,"2,273",28,0.00,2019-12-07,67,46 ,80,36
Saguaro Lake (Stewart Mountain Dam),91,"1,523.73","63,289",5.27,"6,476",-167,0.00,2019-12-07,67,46 ,80,36
Total Salt system,72,,"1,446,902",,"557,385","1,339",,2019-12-07,67,46 ,80,36
Horseshoe Lake (Horseshoe Dam),30,"1,989.48","32,370",36.52,"76,847","6,679",0.00,2019-12-07,67,46 ,80,36
